Default Dataset,
X,Y
4.440892098500626e-16,130.31995585027926
0.020000000000000906,130.31995585027926
0.04000000000000048,126.55890729962448
0.06000000000000005,149.12519860355405
0.08000000000000007,141.60310150224404
0.10000000000000009,141.60310150224404
0.12000000000000055,145.36415005289882
0.14000000000000057,149.12519860355405
0.1600000000000006,149.12519860355405
0.1800000000000006,145.36415005289882
0.20000000000000062,145.36415005289882
0.22000000000000064,141.60310150224404
0.2400000000000002,141.60310150224404
0.26000000000000023,141.60310150224404
0.28000000000000025,145.36415005289882
0.30000000000000027,145.36415005289882
0.3200000000000003,149.12519860355405
0.3400000000000003,152.88624715420883
0.3599999999999999,164.16939280617362
0.3799999999999999,164.16939280617362
0.3999999999999999,171.69148990748363
0.4200000000000004,186.7356841101032
0.4400000000000004,186.7356841101032
0.45999999999999996,190.49673266075888
0.4800000000000004,201.7798783127232
0.5000000000000004,201.7798783127232
0.5200000000000005,201.7798783127232
0.5400000000000005,201.7798783127232
0.5600000000000005,201.7798783127232
0.5800000000000005,201.7798783127232
0.6000000000000005,201.7798783127232
0.6200000000000006,201.7798783127232
0.6400000000000001,198.01882976206844
0.6600000000000001,198.01882976206844
0.6800000000000002,198.01882976206844
0.7000000000000002,190.49673266075888
0.7200000000000006,186.7356841101032
0.7400000000000007,186.7356841101032
0.7600000000000007,179.21358700879364
0.7800000000000002,171.69148990748363
0.8000000000000007,171.69148990748363
0.8200000000000007,167.93044135682885
0.8400000000000007,171.69148990748363
0.8600000000000003,175.4525384581384
0.8800000000000008,175.4525384581384
0.9000000000000004,179.21358700879364
0.9200000000000013,186.7356841101032
0.9400000000000008,186.7356841101032
0.9600000000000009,194.2577812114132
0.9800000000000004,198.01882976206844
1.0000000000000009,194.2577812114132
1.0200000000000005,194.2577812114132
1.0400000000000014,201.7798783127232
1.0600000000000005,194.2577812114132
1.080000000000001,194.2577812114132
1.100000000000001,179.21358700879364
1.1000000000000005,137.84205295158927
1.12,145.36415005289882
1.1400000000000006,141.60310150224404
1.1600000000000001,141.60310150224404
1.1800000000000006,137.84205295158927
1.2000000000000002,137.84205295158927
1.220000000000001,137.84205295158927
1.2400000000000007,137.84205295158927
1.2600000000000002,141.60310150224404
1.2800000000000007,137.84205295158927
1.3000000000000012,137.84205295158927
1.3200000000000007,137.84205295158927
1.3400000000000003,137.84205295158927
1.3600000000000008,137.84205295158927
1.3800000000000012,137.84205295158927
1.4000000000000008,137.84205295158927
1.4200000000000004,137.84205295158927
1.4400000000000008,137.84205295158927
1.4600000000000013,130.31995585027926
1.4800000000000009,126.55890729962448
1.5000000000000013,115.27576164765969
1.5200000000000018,115.27576164765969
1.5400000000000023,111.51471309700446
1.5600000000000018,107.75366454634968
1.5800000000000014,107.75366454634968
1.6000000000000019,107.75366454634968
1.6200000000000023,115.27576164765969
1.640000000000001,141.60310150224404
1.6600000000000006,141.60310150224404
1.680000000000001,130.31995585027926
1.7000000000000015,137.84205295158927
1.720000000000001,137.84205295158927
1.7400000000000007,137.84205295158927
1.7600000000000011,137.84205295158927
1.7800000000000016,137.84205295158927
1.8000000000000012,137.84205295158927
1.8200000000000007,137.84205295158927
1.8400000000000012,137.84205295158927
1.8600000000000017,137.84205295158927
